genre,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
country,0.143,0.19,1.562,1.318,0.093,0.039,0.181,0.059,172.266,1945.61,519.258,2035.614,295.807,2512.012,252.011,2969.77,218.45,25.662,17.977,22.551,19.474,20.413,19.671,40.35,6.061,4.721,4.868,4.052,3.846,3.482,4.176,4036.534,1046.764,-80.211,108.195,-23.833,52.611,-6.429,15.069,-17.65,9.737,-16.181,8.921,-15.96,8.014,-10.703,4.577,-4.961,4.001,-9.813,2.679,-8.189,-5.238,48.444,22.728,16.64,16.258,13.992,11.667,11.529,10.136,10.014,11.029,9.563,8.902,8.525,9.088,7.556,8.066,8.27,7.315,7.562,6.543,0.342,0.276,0.44,0.274,0.294,0.222,0.265,0.406,0.281,0.396,0.263,0.375,0.319,0.213,0.328,0.212,0.303,0.235,0.242,0.353,0.222,0.363,0.212,0.332
country,0.108,0.142,1.681,1.511,0.069,0.035,0.135,0.043,143.555,1569.411,525.562,1847.663,320.619,2383.262,289.949,2892.879,267.637,30.079,19.145,22.002,21.346,22.131,20.66,38.479,5.359,4.575,4.834,4.91,5.183,4.156,3.204,3251.03,1091.095,-146.018,124.644,-17.917,49.228,-0.175,22.791,-7.174,16.742,-9.728,15.44,-7.62,10.917,-3.446,5.421,-4.938,5.117,-8.052,2.639,-1.848,-3.415,56.366,25.096,23.152,16.318,15.207,12.221,12.548,9.159,13.408,9.89,9.077,9.187,8.947,8.607,7.491,8.168,8.664,7.338,7.398,8.82,0.226,0.307,0.285,0.339,0.521,0.341,0.305,0.22,0.375,0.505,0.307,0.329,0.208,0.295,0.281,0.252,0.356,0.257,0.3,0.191,0.272,0.377,0.234,0.302
country,0.104,0.14,1.718,1.727,0.078,0.03,0.134,0.042,117.454,1853.32,522.898,2082.533,343.07,2577.29,282.967,3048.008,237.146,20.71,16.508,20.302,19.615,19.865,19.011,39.087,5.205,4.585,4.735,4.495,4.195,3.793,3.885,3999.409,1178.965,-122.425,111.475,-13.696,53.837,-2.673,19.683,-14.134,13.751,-14.013,14.628,-13.989,9.223,-10.557,3.002,-8.32,5.073,-9.643,4.324,-5.68,-1.667,62.962,26.79,19.944,16.652,14.931,13.943,13.018,11.194,10.629,9.882,9.136,8.966,8.63,9.003,7.671,8.082,8.464,8.165,8.771,8.36,0.389,0.342,0.397,0.425,0.364,0.454,0.335,0.338,0.276,0.363,0.469,0.366,0.315,0.266,0.305,0.311,0.261,0.348,0.258,0.312,0.225,0.284,0.343,0.265
country,0.086,0.121,2.069,3.012,0.074,0.037,0.109,0.052,143.555,1553.221,573.481,1797.963,358.428,2350.884,305.593,2874.816,264.698,27.393,19.943,23.352,22.13,23.399,22.653,37.717,5.577,4.602,5.139,4.461,4.529,3.982,3.504,3109.673,1254.495,-170.871,124.808,-19.249,39.197,-3.739,15.279,-12.958,8.523,-11.828,11.316,-13.769,3.096,-10.072,2.891,-5.476,2.532,-9.194,1.076,-3.571,-6.721,75.655,26.716,24.177,19.35,15.855,12.439,11.222,9.226,11.361,12.12,8.393,10.711,8.793,9.916,7.34,9.66,9.803,8.977,8.149,8.277,0.322,0.266,0.364,0.273,0.372,0.228,0.282,0.477,0.312,0.356,0.276,0.39,0.278,0.213,0.354,0.204,0.332,0.21,0.251,0.365,0.229,0.35,0.233,0.317
country,0.121,0.161,1.639,1.541,0.066,0.026,0.153,0.052,103.359,1600.246,479.785,1958.171,360.986,2497.585,310.021,3005.866,269.205,24.941,17.372,21.376,20.16,20.498,19.428,39.194,5.141,4.643,5.017,4.778,4.212,3.758,2.653,3491.229,1212.059,-121.924,123.235,-8.49,51.598,-0.088,20.401,-11.879,16.27,-11.513,11.843,-8.078,9.129,-8.64,5.554,-5.719,3.949,-5.468,4.974,-3.037,-3.308,55.209,21.85,22.738,14.872,13.519,12.169,11.312,9.392,10.832,10.715,9.421,7.486,8.719,8.227,8.518,8.636,8.667,6.834,8.25,7.052,0.273,0.332,0.262,0.394,0.463,0.315,0.359,0.301,0.427,0.419,0.343,0.383,0.221,0.293,0.226,0.292,0.34,0.224,0.31,0.234,0.316,0.332,0.243,0.332
country,0.084,0.115,1.867,2.307,0.053,0.035,0.105,0.048,143.555,1287.801,707.926,1656.571,472.152,2269.081,414.992,2840.039,358.665,25.012,19.778,23.015,21.759,22.407,21.723,35.632,4.754,4.65,5.162,4.535,4.058,3.681,4.591,2528.668,1544.169,-205.123,140.994,-8.96,36.984,6.421,14.875,-4.323,12.237,-11.434,11.856,-7.906,9.917,-2.352,4.481,-5.014,3.141,-4.527,2.654,-3.122,-10.711,72.686,31.947,21.977,16.491,15.824,12.512,14.212,12.193,12.178,11.028,10.054,10.862,9.057,10.717,9.716,9.585,10.669,9.233,8.706,9.215,0.29,0.391,0.349,0.242,0.295,0.25,0.265,0.213,0.36,0.524,0.342,0.344,0.281,0.336,0.317,0.228,0.32,0.262,0.286,0.2,0.253,0.366,0.243,0.329
country,0.116,0.155,1.649,1.593,0.099,0.042,0.147,0.049,135.999,1904.775,515.322,1971.459,290.038,2441.605,254.3,2896.755,228.647,24.648,16.966,19.737,19.13,20.235,19.743,39.845,5.364,4.114,4.31,3.667,3.986,3.665,3.578,3859.985,1018.681,-91.66,115.866,-30.207,52.283,-5.029,16.96,-15.665,13.541,-12.77,15.972,-11.97,11.065,-9.963,2.096,-7.83,5.034,-7.305,3.048,-4.442,-2.231,42.031,24.046,14.847,14.845,15.468,10.031,11.138,9.324,9.841,9.556,8.308,8.028,7.83,7.815,8.823,6.436,7.915,7.05,6.864,6.412,0.293,0.334,0.247,0.398,0.486,0.366,0.496,0.334,0.418,0.274,0.324,0.477,0.2,0.293,0.188,0.271,0.334,0.234,0.34,0.22,0.345,0.225,0.219,0.335
country,0.071,0.099,2.11,3.204,0.065,0.037,0.089,0.042,117.454,1518.492,611.092,1769.407,383.459,2289.083,342.449,2794.071,304.952,26.731,19.414,22.436,21.357,22.054,22.577,35.763,5.483,4.445,4.896,4.221,4.109,3.957,3.87,3164.789,1261.384,-193.771,125.564,-20.926,46.352,-2.691,12.834,-6.609,10.736,-10.896,6.125,-9.438,5.174,-3.656,0.327,-8.02,0.396,-6.529,1.184,0.719,-5.208,71.185,27.062,24.233,17.922,19.088,16.656,12.851,11.869,10.865,11.483,11.948,12.665,9.105,10.421,9.518,10.136,9.889,9.137,8.261,8.277,0.347,0.298,0.383,0.474,0.321,0.401,0.299,0.357,0.325,0.312,0.396,0.306,0.308,0.244,0.279,0.363,0.218,0.356,0.236,0.311,0.298,0.269,0.331,0.25
country,0.139,0.179,1.374,0.773,0.121,0.036,0.177,0.03,161.499,2318.072,423.69,2213.28,242.615,2589.367,239.913,2954.409,238.192,21.324,16.137,18.663,18.278,19.054,17.835,40.677,5.127,3.931,3.88,3.121,3.17,2.681,7.684,4823.388,789.337,-50.751,96.722,-24.332,66.08,-14.687,24.395,-21.024,12.473,-18.137,13.27,-12.807,9.802,-11.348,4.926,-7.85,5.742,-10.306,3.733,-3.241,0.383,27.189,15.43,13.607,11.875,8.596,7.73,9.257,8.212,8.483,7.424,6.716,6.639,6.315,6.343,6.727,6.135,5.654,5.295,5.841,5.509,0.275,0.283,0.47,0.408,0.455,0.276,0.36,0.546,0.406,0.378,0.273,0.33,0.255,0.204,0.333,0.229,0.328,0.219,0.28,0.325,0.241,0.303,0.218,0.282
country,0.074,0.102,1.596,1.587,0.068,0.043,0.093,0.042,86.133,1486.628,575.662,1706.12,314.808,2243.161,278.079,2760.328,249.682,29.963,22.831,26.341,24.432,23.727,23.685,36.005,4.999,5.12,5.647,5.153,4.568,3.881,3.482,2972.057,1099.35,-213.567,117.229,-21.87,45.655,-10.281,5.059,-11.913,5.566,-17.812,0.187,-14.163,-1.15,-10.305,-4.05,-6.637,-5.421,-9.715,-3.205,-4.449,-9.154,64.735,25.041,22.64,17.058,17.311,13.104,14.237,10.015,12.835,11.304,10.966,10.397,8.911,9.703,8.501,9.706,9.145,8.44,7.693,8.335,0.125,0.189,0.328,0.223,0.251,0.183,0.3,0.397,0.262,0.362,0.214,0.21,0.19,0.234,0.365,0.234,0.347,0.23,0.328,0.386,0.239,0.378,0.206,0.297
country,0.166,0.214,1.307,0.614,0.063,0.031,0.207,0.055,112.347,1460.323,581.895,1743.064,390.911,2262.551,338.295,2765.734,284.805,25.678,17.013,21.653,20.708,20.748,19.625,39.549,5.135,4.149,4.383,3.765,3.917,3.748,3.335,3087.698,1237.563,-104.345,136.391,-20.945,52.856,2.041,20.442,-11.609,17.66,-15.732,11.049,-11.324,3.668,-6.495,0.037,-2.035,2.197,-7.109,1.85,1.676,-1.492,45.786,29.691,19.435,14.56,14.044,13.012,10.457,8.894,8.793,9.984,7.985,8.972,8.073,8.325,7.758,8.411,8.041,7.374,7.457,8.046,0.456,0.282,0.299,0.264,0.357,0.367,0.357,0.595,0.405,0.384,0.265,0.374,0.327,0.216,0.284,0.226,0.282,0.307,0.223,0.346,0.256,0.299,0.206,0.301
country,0.143,0.189,1.393,0.947,0.067,0.058,0.175,0.07,89.103,1534.909,638.544,1757.946,345.414,2267.345,300.246,2757.019,255.653,25.511,18.676,22.846,21.139,21.071,21.061,39.504,4.879,4.638,5.057,4.37,4.019,4.167,3.649,3189.156,1176.896,-124.811,127.379,-23.378,47.363,0.568,15.99,-9.954,16.179,-16.728,6.784,-8.188,3.203,-1.592,-2.152,-3.522,2.21,-1.407,-1.691,-1.027,-2.628,51.128,26.927,17.707,14.436,15.257,14.522,11.273,9.468,13.382,10.257,10.329,8.577,8.141,7.854,8.178,7.132,7.403,7.515,7.029,6.591,0.274,0.267,0.455,0.345,0.336,0.393,0.288,0.383,0.26,0.375,0.334,0.24,0.286,0.223,0.353,0.296,0.281,0.356,0.231,0.359,0.225,0.338,0.32,0.229
country,0.175,0.226,1.235,0.515,0.097,0.046,0.218,0.059,117.454,1740.389,569.647,1860.567,345.311,2363.679,301.914,2848.28,258.445,23.835,17.929,22.259,21.265,21.863,20.669,41.194,5.316,4.302,4.797,4.013,3.87,3.706,3.183,3487.487,1151.218,-69.856,124.205,-32.461,47.69,1.406,22.618,-8.745,21.438,-15.664,15.728,-12.433,9.575,-9.049,2.891,-3.185,5.834,-5.611,4.159,0.117,-1.72,48.39,24.116,18.181,12.927,11.187,10.291,12.295,9.057,9.451,9.342,8.134,8.745,7.331,8.128,8.089,7.093,7.138,7.268,7.427,7.235,0.25,0.291,0.582,0.253,0.217,0.189,0.365,0.505,0.281,0.392,0.242,0.344,0.266,0.207,0.36,0.195,0.241,0.186,0.268,0.344,0.206,0.335,0.21,0.34
country,0.124,0.162,1.466,1.003,0.067,0.052,0.153,0.053,112.347,1535.899,760.118,1777.17,411.59,2306.182,358.962,2815.711,309.105,26.877,19.114,22.8,21.155,21.599,22.047,38.542,5.215,4.757,5.084,4.389,4.286,4.224,3.56,3138.339,1394.829,-148.405,126.862,-19.542,52.831,8.583,17.893,-8.066,17.782,-15.494,13.508,-10.953,9.471,-1.925,1.864,-2.665,3.38,-3.517,2.107,2.095,-0.098,61.321,31.493,23.128,13.644,14.659,13.158,12.0,9.911,9.245,10.683,10.125,9.587,8.056,9.397,9.361,7.766,8.696,8.119,7.667,7.927,0.355,0.278,0.345,0.27,0.292,0.479,0.329,0.396,0.37,0.445,0.35,0.27,0.303,0.23,0.325,0.241,0.229,0.387,0.237,0.338,0.265,0.34,0.308,0.248
country,0.142,0.186,1.403,0.903,0.062,0.031,0.176,0.06,117.454,1404.295,513.76,1686.714,347.103,2214.597,304.347,2725.008,262.308,25.296,19.793,25.199,22.951,22.955,22.705,39.083,5.055,4.642,5.096,4.438,4.154,4.433,3.24,2950.057,1094.623,-139.616,128.803,-20.245,49.437,-2.156,16.973,-8.339,9.807,-20.137,2.494,-11.243,3.769,-6.414,-3.351,-2.905,1.977,-4.181,1.39,2.432,-3.62,45.482,24.311,19.191,14.507,13.394,12.325,10.186,9.522,8.916,11.711,9.121,8.239,9.556,10.662,9.297,8.383,8.87,8.351,8.385,7.978,0.323,0.184,0.239,0.183,0.302,0.324,0.258,0.437,0.236,0.262,0.181,0.322,0.334,0.196,0.287,0.184,0.322,0.369,0.204,0.382,0.198,0.315,0.178,0.336
country,0.175,0.23,1.409,0.91,0.108,0.054,0.221,0.065,143.555,2141.658,578.58,2160.143,297.439,2610.289,241.409,3033.251,202.326,23.831,15.005,18.687,18.922,18.759,19.151,43.182,4.896,3.973,4.29,3.896,3.662,3.512,3.021,4461.373,1137.278,-42.133,106.275,-24.215,44.665,-12.33,20.513,-16.038,18.485,-18.776,15.505,-15.46,8.93,-9.977,6.925,-8.792,4.57,-9.036,1.06,-6.445,-0.992,45.261,23.952,16.118,12.307,11.23,10.032,8.974,8.121,9.059,8.33,7.757,7.937,6.962,7.57,7.444,7.085,6.901,6.965,6.403,6.965,0.318,0.443,0.323,0.334,0.316,0.422,0.638,0.356,0.336,0.298,0.341,0.428,0.224,0.312,0.258,0.266,0.228,0.272,0.331,0.238,0.278,0.254,0.247,0.326
disco,0.112,0.156,1.598,1.665,0.096,0.084,0.142,0.064,117.454,2272.503,939.629,2563.341,441.992,3177.12,307.012,3726.042,245.086,18.012,15.318,17.907,18.707,18.214,16.107,16.358,5.013,4.016,5.231,4.443,4.057,2.253,1.751,4853.554,1974.066,-111.191,94.034,12.493,16.751,8.177,15.666,-1.381,7.045,0.983,-1.478,-3.073,-5.067,-3.684,0.242,-2.085,-1.818,-5.335,1.263,-5.583,-3.611,66.443,37.871,23.788,14.091,12.489,12.048,10.646,9.047,7.613,7.455,8.835,8.455,7.274,7.646,7.266,6.287,5.693,6.464,6.466,5.556,0.315,0.396,0.505,0.433,0.493,0.481,0.57,0.473,0.428,0.409,0.368,0.452,0.222,0.271,0.304,0.258,0.355,0.295,0.309,0.275,0.281,0.326,0.258,0.281
disco,0.141,0.184,1.279,0.611,0.189,0.066,0.177,0.051,117.454,3275.538,742.536,2768.675,372.919,3195.981,283.909,3578.208,203.564,18.169,14.986,17.853,18.949,19.59,17.762,17.028,4.401,4.043,4.607,4.132,3.694,2.755,1.465,6502.302,1441.379,-28.903,51.973,-7.614,21.604,8.13,18.123,6.877,6.585,0.73,11.147,-1.845,1.666,-2.625,-1.395,-3.619,0.195,-0.502,2.494,-3.476,-0.13,33.915,22.906,19.516,13.467,8.937,9.707,8.77,7.336,6.919,7.793,6.457,6.776,6.527,6.547,6.66,7.847,9.605,9.067,8.201,9.076,0.411,0.326,0.352,0.43,0.592,0.442,0.349,0.375,0.416,0.485,0.337,0.406,0.31,0.255,0.289,0.28,0.335,0.29,0.257,0.283,0.267,0.315,0.237,0.286
disco,0.129,0.168,1.54,1.133,0.153,0.067,0.161,0.047,112.347,3560.009,700.174,3399.831,266.775,3790.507,193.123,4133.639,157.573,29.502,14.841,19.266,18.56,17.93,16.753,16.114,5.216,3.772,4.26,3.484,3.086,2.781,2.369,8049.451,920.394,-53.158,57.177,21.168,11.323,18.125,1.669,0.347,2.324,-5.11,2.749,3.152,-5.52,-3.165,-0.519,-2.647,-1.988,-1.237,-3.371,-3.733,-1.44,36.885,16.297,15.476,16.214,11.151,9.783,8.917,7.118,9.249,7.283,7.626,7.182,7.018,5.72,6.073,5.021,5.196,5.981,7.823,7.193,0.319,0.313,0.374,0.374,0.518,0.509,0.576,0.433,0.364,0.442,0.335,0.398,0.252,0.225,0.293,0.262,0.322,0.283,0.315,0.306,0.24,0.316,0.236,0.287
disco,0.159,0.202,1.082,0.175,0.15,0.069,0.197,0.046,129.199,3041.16,883.471,2723.18,373.79,3127.987,295.965,3497.823,232.92,16.295,15.462,17.483,17.506,17.831,17.172,19.315,4.076,3.968,4.118,3.659,3.503,2.992,2.191,6205.987,1404.985,-44.228,52.207,3.303,43.821,12.624,24.426,4.967,15.336,2.065,10.382,-1.518,8.837,0.419,4.698,-1.784,2.956,-2.018,-3.386,-4.195,-0.423,56.282,26.705,25.482,13.766,11.303,11.933,7.465,7.004,6.14,7.386,6.424,5.78,6.038,6.03,5.809,5.942,5.68,6.625,6.878,7.31,0.663,0.459,0.357,0.393,0.404,0.428,0.352,0.484,0.483,0.613,0.691,0.603,0.301,0.245,0.23,0.273,0.212,0.259,0.203,0.258,0.235,0.288,0.285,0.231
disco,0.087,0.128,2.539,4.932,0.169,0.072,0.115,0.057,123.047,3282.76,784.996,3115.618,370.802,3575.861,266.357,3986.886,191.115,22.068,15.212,19.1,19.435,19.568,18.043,16.256,5.728,4.097,4.5,3.799,3.319,2.711,1.836,7152.548,1393.614,-83.557,64.478,5.658,2.703,0.791,6.171,1.894,1.983,-1.816,1.852,2.455,-0.229,2.955,-3.383,-0.877,0.051,-1.566,0.558,0.299,-2.785,46.302,20.145,19.587,13.826,12.94,9.62,8.692,8.079,8.847,8.324,8.236,6.694,6.773,6.511,6.699,6.568,7.513,6.955,7.608,6.914,0.297,0.349,0.282,0.371,0.431,0.324,0.42,0.321,0.453,0.417,0.39,0.538,0.214,0.275,0.246,0.259,0.321,0.265,0.343,0.254,0.328,0.338,0.259,0.342
disco,0.167,0.214,1.028,0.122,0.145,0.062,0.207,0.054,107.666,2709.318,658.732,2569.816,299.883,3094.512,238.924,3573.995,199.254,20.033,15.031,18.03,18.617,18.52,19.28,16.898,4.731,4.034,4.422,4.105,3.408,3.008,1.955,5454.275,1298.662,-24.676,73.74,-11.565,28.397,6.24,2.465,8.632,12.313,-4.1,13.394,1.915,-0.975,0.606,2.366,-3.787,-0.927,-0.882,-3.493,-0.97,0.119,39.451,24.089,17.223,14.529,11.083,10.134,10.179,8.576,8.237,7.292,6.319,7.56,5.999,6.673,6.184,6.533,8.151,8.861,8.187,9.491,0.458,0.369,0.455,0.388,0.498,0.403,0.379,0.552,0.486,0.537,0.396,0.462,0.316,0.265,0.308,0.241,0.304,0.271,0.223,0.302,0.258,0.322,0.24,0.29
disco,0.153,0.197,1.229,0.5,0.164,0.037,0.192,0.046,123.047,2836.663,384.116,2492.211,281.5,2945.662,259.669,3373.519,233.157,19.851,15.82,17.691,17.622,17.469,18.979,18.477,4.621,4.406,4.482,3.318,2.665,2.415,2.093,5495.892,911.792,-14.557,65.204,-19.879,31.512,-4.828,11.862,9.991,5.957,-3.801,9.383,-4.385,3.341,-4.447,-1.27,-0.84,-2.2,-4.737,-2.617,-7.467,0.229,30.917,17.097,18.392,15.106,11.807,9.175,11.124,8.287,7.871,8.505,7.902,7.91,6.945,5.927,6.459,5.948,6.21,6.744,7.26,6.611,0.451,0.482,0.4,0.539,0.489,0.339,0.429,0.528,0.659,0.419,0.455,0.52,0.25,0.293,0.244,0.282,0.294,0.217,0.263,0.254,0.299,0.25,0.249,0.308
disco,0.123,0.174,2.121,3.142,0.14,0.054,0.16,0.07,129.199,3071.323,738.093,2731.102,361.376,3195.285,305.294,3622.861,262.481,25.481,16.32,19.469,18.708,17.59,17.351,16.643,5.193,4.248,4.143,3.826,3.33,3.438,2.053,6073.622,1310.822,-53.418,56.165,-6.32,31.62,4.654,16.347,4.118,1.882,-0.387,2.498,-0.54,0.959,0.496,-0.165,-1.814,-2.532,0.815,-0.344,0.56,2.786,42.007,27.943,18.069,17.831,11.474,10.282,9.297,9.424,7.614,6.983,7.671,7.021,6.445,6.473,6.58,6.962,7.495,7.057,7.906,7.996,0.431,0.485,0.359,0.343,0.446,0.415,0.416,0.354,0.472,0.56,0.417,0.474,0.296,0.316,0.255,0.251,0.305,0.281,0.303,0.24,0.263,0.323,0.243,0.315
disco,0.151,0.205,1.411,1.065,0.164,0.056,0.191,0.075,123.047,2788.537,554.475,2427.136,313.942,2903.749,271.428,3348.747,237.54,17.213,15.584,18.079,18.32,18.797,18.413,18.401,4.302,4.416,4.44,3.861,3.507,2.996,2.178,5436.592,1084.844,-32.439,65.0,-26.698,30.283,5.744,11.742,-2.154,10.453,-2.361,5.326,-3.808,-0.861,-0.19,3.464,-3.012,0.434,-0.931,1.176,0.003,2.858,40.112,20.364,19.59,14.708,12.804,11.104,11.726,8.998,9.808,8.633,9.889,7.664,8.237,7.455,7.76,8.626,8.071,8.15,8.744,9.047,0.421,0.502,0.4,0.447,0.383,0.515,0.492,0.415,0.58,0.46,0.452,0.394,0.295,0.31,0.259,0.305,0.261,0.298,0.305,0.276,0.315,0.281,0.29,0.273
disco,0.091,0.127,1.993,2.76,0.171,0.069,0.119,0.044,129.199,2981.13,756.328,2626.309,414.63,3107.833,352.292,3555.15,293.532,31.249,14.926,17.384,17.298,18.827,17.02,16.268,5.407,3.781,4.144,3.34,3.801,2.975,1.754,5919.448,1412.069,-68.943,63.131,-15.854,28.003,8.184,7.322,-4.935,9.495,-0.974,-1.604,-6.19,-3.937,-1.17,-6.542,-6.177,-5.046,-4.408,-5.375,-1.653,-0.888,64.352,24.934,23.191,12.487,12.33,8.575,7.95,6.35,7.111,7.547,7.433,7.068,6.857,6.293,6.586,5.488,6.517,6.358,6.535,6.843,0.557,0.483,0.573,0.497,0.379,0.536,0.392,0.385,0.291,0.301,0.443,0.481,0.314,0.249,0.322,0.28,0.215,0.304,0.23,0.261,0.21,0.228,0.284,0.273
disco,0.189,0.239,0.933,-0.046,0.15,0.06,0.233,0.055,107.666,2872.112,580.402,2624.578,276.796,3093.697,224.087,3527.744,191.339,16.362,13.956,17.553,17.434,17.809,17.387,17.709,4.811,3.798,4.557,3.711,3.476,2.491,2.23,5860.731,1060.799,-6.766,61.124,-16.661,27.435,7.72,16.006,4.634,11.453,0.342,9.841,3.189,5.027,-1.864,1.48,0.942,-0.439,-0.73,4.446,-1.842,-0.603,34.194,19.559,17.193,11.318,12.359,9.795,10.226,8.43,7.862,7.606,7.018,8.087,7.134,6.592,7.735,7.746,8.527,8.044,7.76,8.335,0.44,0.456,0.394,0.47,0.427,0.505,0.398,0.383,0.501,0.426,0.493,0.392,0.312,0.317,0.252,0.321,0.265,0.32,0.27,0.261,0.307,0.274,0.344,0.273
disco,0.151,0.194,1.247,0.526,0.131,0.074,0.189,0.045,95.703,3107.443,788.114,3008.793,334.297,3456.725,246.366,3862.236,190.142,33.591,16.914,17.593,18.4,16.114,16.317,16.958,5.522,4.434,4.313,3.878,2.575,1.969,1.592,6839.775,1208.13,-41.303,62.798,7.327,12.13,6.364,9.272,3.095,13.87,0.168,8.082,-2.688,-7.218,-3.246,-1.925,0.521,-3.186,-5.548,-9.166,-10.674,-5.973,38.884,22.772,18.879,13.194,10.341,11.622,11.066,8.656,8.455,7.792,8.395,7.817,6.579,6.898,6.471,6.705,6.967,6.075,6.917,7.475,0.358,0.27,0.266,0.287,0.331,0.26,0.274,0.459,0.472,0.617,0.488,0.419,0.315,0.261,0.263,0.285,0.281,0.239,0.23,0.315,0.265,0.35,0.294,0.271
disco,0.142,0.186,1.036,0.253,0.132,0.062,0.176,0.061,112.347,2727.339,697.226,2614.144,360.868,3117.826,290.892,3576.129,245.853,16.951,14.902,18.327,17.95,18.357,18.062,17.401,4.412,4.013,4.961,4.337,3.453,3.043,2.477,5697.682,1373.686,-57.648,68.371,-15.256,23.413,14.855,13.174,2.204,12.819,0.067,12.784,0.046,3.375,0.818,1.053,0.545,2.974,2.907,4.017,0.522,1.955,48.442,25.952,19.477,15.276,11.566,12.294,9.45,8.734,9.778,8.051,8.483,7.524,7.346,7.235,6.595,8.909,8.845,9.421,7.825,8.162,0.549,0.422,0.372,0.348,0.411,0.343,0.34,0.478,0.46,0.52,0.425,0.455,0.361,0.283,0.28,0.263,0.296,0.278,0.252,0.311,0.283,0.326,0.276,0.313
disco,0.134,0.178,1.457,1.063,0.16,0.07,0.171,0.049,89.103,3364.395,769.911,3110.475,299.304,3522.995,230.795,3895.604,171.145,30.022,15.007,16.244,18.049,16.697,15.859,15.276,5.494,4.059,3.721,3.419,2.613,1.959,1.417,7180.59,1172.551,-40.043,56.207,23.68,31.924,2.45,2.574,-2.477,3.093,1.883,3.353,0.003,-1.52,-2.455,-5.072,-3.672,-7.847,-3.038,-2.784,-7.495,-3.63,51.291,20.15,17.529,14.476,10.657,10.621,10.956,7.462,9.846,8.089,6.709,7.226,6.439,6.547,5.981,5.931,7.443,6.74,8.365,8.188,0.268,0.308,0.383,0.413,0.578,0.494,0.468,0.482,0.443,0.456,0.356,0.381,0.181,0.227,0.276,0.246,0.321,0.283,0.32,0.323,0.258,0.326,0.234,0.256
disco,0.14,0.177,1.037,0.081,0.156,0.052,0.174,0.034,103.359,3073.365,534.749,2813.741,242.469,3250.339,195.003,3645.043,163.946,22.575,15.462,17.585,18.432,17.589,17.574,17.564,4.055,3.969,4.124,3.572,3.123,2.442,1.86,6516.902,983.446,-23.899,61.225,-0.958,25.333,0.392,6.034,2.49,6.193,-0.328,9.698,-5.51,1.06,-2.439,-0.567,-1.558,-0.897,-6.734,-3.709,-4.46,-0.771,32.51,19.24,13.17,10.754,8.34,9.084,7.48,6.194,7.727,8.258,6.732,6.236,6.967,6.15,6.235,5.688,5.702,6.178,6.074,6.896,0.552,0.326,0.291,0.381,0.421,0.617,0.424,0.411,0.429,0.408,0.553,0.413,0.331,0.228,0.195,0.283,0.231,0.3,0.246,0.237,0.277,0.235,0.314,0.21
